Stock2	Cas	Opn CL	15x	This cluster next to the double cluster is very nice and needs a wide field telescope. Its stars are not so bright and generally of similar magnitude and colour.
Mel20	Per	Opn CL	15x	Alpha Per moving cluster. Wide field telescopes or binoculars are the best for this superb cluster. Even if low in the sky, it was very beautiful to see. >70 stars detectable.
NGC2392	Gem	Pln Neb	15x, 51x	Eskimo nebula. At 15x it was detectable with averted vision. It was easily visible at 51x and appeared like a fuzzy blue/grey small patch next to the star. 
				
				
				
Date	12/05/2015			
Time	21:00-23:45			
Location	Cambridge, UK			
Altitude	12m			
Temperature	6C (wind: 20km/h)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 13mm, Nagler 7mm, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	15x, 4mm, 4.30deg; 28x, 2.2mm, 2.80deg; 51x, 1.2mm, 1.54deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters				
Target	Cons	Type	Power	Notes
Jupiter	Cnc	Planet	103x, 206x	Observed in the twilight. Still visible at 206x with some detail but the new tripod is not up to this sort of magnifications. To be fair, the new tripod was fine at 103x but only when there was no wind. 3 belts and 4 moons visible. It would be interesting to try 206x with my solid tripod.
Venus	Gem	Planet	103x	Observed in the twilight. Visible 60% of its phase. No cloud detail was detectable. A polarised filter might help on this target.
M44	Cnc	Opn CL	15x, 28x	The Nagler 13mm offers the best view. Its fov covers the whole object nicely. Image not degraded at all and the background sky was darkened just the right amount for maximising contrast. Exit pupil of about 2.0mm shows a really nice brightness / contrast for point source DSO.
NGC869/ 884	Per	Opn CL	15x, 28x	Double Cluster. Again, the Nagler 13 offering almost 3 degrees of fov shows the full object with great detail but conserving an adequate image brightness. 
Stock2	Cas	Opn CL	15x, 28x	As above. 
M103 or NGC457	Cas	Opn CL	28x	Not sure whether I saw M103 or NGC457 (the Owl Cluster) though. A clear double star was well visible and there were a few dim stars in the background were also detectable. This object starts being visible at 28x. It is relatively small, but a lovely target. I think it was M103 as my memory seems more similar to the images.
M60	Vir	Galaxy	15x, 28x	Turn West to Vindemiatrix. A little crown of star is visible slightly South. Continue and you see a little arrow of stars and a single star in the North. M60 is between these two objects. Not detectable at 15x. Detectable via averted vision at 28x. A patch of grey. The sky was not fully dark though and my eye was not dark adapted. I believe this object can show more detail. 
27 Hya	Hya	Dbl Star	15x, 28x	Easily split. Colours detectable.
M13	Her	Glob CL	15x, 28x	Detectable at 15x, but nicer at 28x. No star was resolved. It would be interesting to try 51x although I guess this might be too much. 
M57	Lyr	Pln Neb	15x, 28x, 51x	Ring Nebula. For the first time, I managed to see this object with the TV-60. I find extremely difficult to detect it at 15x unless I map the nearby stars with Stellarium. At 28x M57 is clearly visible and appears as a grey blob. At 51x the ring is detectable. I did not try to use an OIII filter because I was freezing due to lack of cloths and about to leave. I believe this target will show much more detail at 51x with OIII filter.
Saturn	Sco	Planet	103x	Very low on the horizon and therefore not the best moment for viewing this target. Despite this, rings and titan were visible. Neither the Cassini division nor belts were detectable.
				
				
				
Date	13/05/2015			
Time	21:00-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	8C (no wind)			
Seeing	1 - Perfect seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 13mm, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	15x, 4mm, 4.30deg; 28x, 2.2mm, 2.80deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters	Astronomik OIII			
Target	Cons	Type	Power	Notes
Jupiter	Cnc	Planet	103x, 206x	Observed in the twilight. The idea started as a joke because I thought the image would have been too dark for discerning any detail. Instead, it was possible to perceive a little amount of shades on the two major belts of the planet. The boundaries of the other two less visible belts (North and South hemisphere, respectively) were also there. At 103x I was able to see the boundaries of these two belts on the 'equator side', but not on the 'pole side'. At 206x these were noticeable. 4 moons were detectable and one was just about to get closer to Jupiter. I agree with Gerry (sgl: jetstream) that watching Jupiter in twilight shows more contrast. I was also able to see some red-ish colour on the major two belts, which instead is less noticeable when watching Jupiter in the dark. Looking at a bright source before watching the planet did not help me instead. I found I had more difficulty to notice details. Although the exit pupil was only 0.3mm, floaters did not cause me serious problems. Interestingly, I found floaters to be a problem when watching the Sun at 103x. Could these be related to overall image brightness? 
Venus	Gem	Planet	103x, 206x	Observed in the twilight. Visible 60% of its phase. No cloud detail was detectable. At 206x, on one side of the focus, Venus appeared violet, on the other side green/yellow. When in focus, there was no colour aberration. Curiously, at this magnification it was still very bright suggesting that a variable polarising filter might be beneficial. 
NGC188	UMi	Opn CL	28x	The detail of this target seemed accessible, but I did not manage to see anything in the position suggested by Stellarium. Unfortunately, I did not have a star atlas with me. 
Alpha	UMi	Dbl Star	28x, 103x	Polaris. A nice target because of the large difference in brightness between the two stars. Polaris' companion was dim grey and detectable at 28x with some difficulty. 103x easily split the two stars. 
M60	Vir	Galaxy	28x	It was detectable with averted vision at 28x. It appeared as a grey patch without a structure. I tried M58, but it was not visible. I believe that to see these targets with this small telescope, very dark skies are required.
NGC6992/ 6960	Cyg	SN Rem	15x + OIII	Veil Nebula. No visible, although it is not the best time of the year to see this target.
M57	Lyr	Pln Neb	15x + OIII	Ring Nebula. The OIII filter largely improves the detection of this nebula at 15x. Without a filter, its detection is not easy. It emerges in the sky as a grey little ball. I believe the Nagler 7mm or even the Vixen 5mm can give great views when combined with an OIII filter.
Saturn	Sco	Planet	103x	It was a bit higher than yesterday, but unfortunately, my telescope and eyepieces were soaked with humidity and could not really see this target after the first 5 min. Rings were clearly defined, and I believe the Cassini division could have been detectable.
				
				
				
Date	20/05/2015			
Time	21:30-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	9C (no wind)			
Seeing	3 - Moderate seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 13mm, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	15x, 4mm, 4.30deg; 28x, 2.2mm, 2.80deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters	Astronomik OIII, Single Polarising Filter			
Target	Cons	Type	Power	Notes
Jupiter	Cnc	Planet	103x +/- SPF, 206x + SPF	Observed in the twilight. The SPF noticeably improved the view. Four belts and the transit of Callisto were easily visible at both 103x and 206x. The use of a SPF seemed to stabilise the image and improved contrast. A fair amount of shades were also perceptible on the main two belts. The transit appeared as a crisp black dot on the planet atmosphere. Without the SPF it was only possible to see the two main belts and no shade on them. They simply appeared as two thick lines across the planet. Interestingly the transit shadow appeared a tiny bit better without the filter. To me, using the SPF requires a bit of experience in order to rotate the eyepiece to gain the best contrast. However this is feasible.
Venus	Gem	Planet	103x +/- SPF, 206x + SPF	Observed in the twilight. Visible 60% of its phase. No cloud detail was detectable even with the SPF. Planet glare was reduced but it was very difficult to focus, likely due to the average seeing and high magnification.
NGC869/ 884	Per	Opn CL	15x, 28x	Double Cluster. This target is superb with the Nagler 13. Although low on the horizon, it still offers nice contrast with the background sky and the 2.8deg of fov show the object with all its context.
M56	Lyr	Glob CL	15x, 28x	This is the first time I detect this target. It is quite challenging to find with a 60mm but not impossible. I used the Sheliak (Beta Lyrae) and Sulafat (Gamma Lyrae) as pointers to target M56 along the line passing through these two stars on the side of Sulafat. M56 was detectable with a 15x using an atlas but was very faint and averted vision was almost required to find it. At 28x the object was more visible, but did not show much detail as it only appeared as a soft grey patch. This target required larger aperture and / or darker skies.
M57	Lyr	Pln Neb	28x +/- OIII	Ring Nebula. I tried the OIII filter with the Nagler 3.5 (103x). Although the ring shape was noticeable, it was just too much magnification and the overall image was largely degraded. At 28x + OIII the Ring Nebula emerged from the background sky and appeared as a colourless bubble. I believe that an exit pupil of 1-1.5mm can improve the view for this target.
M97	UMa	Pln Neb	28x +/- OIII	Owl Nebula. Interesting target. Completely invisible without OIII filter. With the OIII, it emerges from the sky and the nearby stars. It is a quite large planetary nebula. No colour or shape was detectable, but it simply appeared as a grey bubble. At 15x + OIII was detectable, but was too small to see any major detail.
M108	UMa	Galaxy	15x, 28x	Surfboard Galaxy. Invisible at both 15x and 28x. This object as well as most of the other galaxies require larger aperture and / or a darker sky.
NGC6992/ 6960	Cyg	SN Rem	15x + OIII	Veil Nebula. Again, no visible although it is too low on the horizon.
Saturn	Sco	Planet	103x, 206x	It is still fairly low on the horizon. Titan was visible. The Cassini division was not detectable, but it was possible to see a shade in the middle of the ring. At 206x the image was just degraded and difficult to focus. I have to wait for a higher position of the planet.
				
				
				
Date	26/05/2015			
Time	21:15-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	9-14C (wind: 15km/h)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 13mm, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	15x, 4mm, 4.30deg; 28x, 2.2mm, 2.80deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters	Astronomik UHC, OIII, Single Polarising Filter			
Target	Cons	Type	Power	Notes
Jupiter	Cnc	Planet	103x +/- SPF	Observed in civil twilight. The seeing was not enough good for pushing magnification beyond 103x. At 103x, two major belts and two moons were visible. I did not spend much on this target tonight because it was too windy when I observed it.
Moon	Leo	Satellite	103x +/- SPF, 206x + SPF	Observed in the twilight. Visible almost 60% of its phase. The SPF seems to stabilise the image if the seeing is not good. This is a lovely target with the TV60, and keeps magnification pretty well. At 206x the moon surface appeared like a bubble at the poles due to the seeing, but there were moments in which it was possible to see a quasi stable image. Subtle details on the surface were observable as well as minute craters and shades on the ground. Interestingly, on the terminator mounts tips were illuminated whereas their bases were obscured. There is so much to see at 206x that one could spend the entire night observing our satellite! Montes Apenninus, Caucasus, and Alpes were incredible targets and appeared just beautiful. The crater Cassini and all the small nearby craters were spectacular. While I am not sure the SPF increased image contrast, I prefer the view with SPF as it seems that the image is just stabler at both 103x and 106x.
M57	Lyr	Pln Neb	28x +/- UHC, 103x +/- UHC or OIII	Ring Nebula. The UHC filter increases a little bit the visibility of this target at 28x, but does not improve the contrast. The object appears as a grey blob without a shape. At 103x the ring was detectable using an UHC filter using averted vision, but this was not easy too see. The ring shape was more noticeable with a OIII filter despite the severe loss in image brightness. Without filter the nebula appeared just as a grey blob and no ring was detectable. Generally, I think an exit pupil of 0.6mm is just too small for nebula filters. It seems to me that 1.0mm is the maximum usable effectively. As this is the exit pupil typically used when observing planetary nebulae, I would say that an OIII filter is a better choice for these targets as it allows to increase contrast which is needed on these targets. Conversely, for bright extended nebulae to watch with low power eyepieces (or exit pupils larger than 3mm), a UHC filter can be beneficial for targeting and maximizing nebulae extension.
M97	UMa	Pln Neb	28x +/- UHC	Owl Nebula. Invisible at 28x with or without UHC filter. This target requires an OIII filter for being detectable with small aperture telescopes. Consistently with what said for M57, the OIII filter is a better choice for planetary nebulae (and for extended nebulae where we want to maximise nebulae contrast).
M81	UMa	Galaxy	15x, 28x	Bode's nebulae. Not easy to find it at 15x with half moon, but M81 and M82 were detectable via star hopping from Dubhe. At 28x this large galaxy shows its core and a bit of brightness on the body. I was very impressed at seeing these two targets and I believe M31, M32, M101, M81, and M82 are the most appreciable galaxies for small telescopes. Averted vision improved the visibility of this target significantly.
M82	UMa	Galaxy	15x, 28x	Cigar galaxy. Its elongated shape was visible. It was amazing to see this galaxy and its neighbour M81 in the same field. These two targets are going to become one of my favourite objects.  
M3	CVn	Glob CL	28x	As all the globular cluster seen with a small telescope, M3 also appears like a little grey cloud. This is a bright globular cluster and a hint of 'granulation' is perceptible although no star can be resolved. Not very easy to find due to the lack of bright stars to star hop from Arcturus.
M5	Ser	Glob CL	28x	It appears like a grey cloud. From the star Unukalhai (Alpha Ser), go South and you find it. It is a relatively easy target. 
M13	Her	Glob CL	28x	Same as M3. Very bright and large globular cluster. Some granulation is perceptible but no star could be resolved.				
Astronomy observation log - 20150718				
by Piero Dalle Pezze				
				
completed:	TRUE		TV Panoptic 24mm	15x, 4mm, 4.30deg
spelling:	CHECKED		TV Plossl 20mm	18x, 3.3mm, 2.73deg
			TV Nagler 13mm	28x, 2.2mm, 2.80deg
			TV Nagler 7mm	51x, 1.2mm, 1.54deg
			Vixen SLV 5mm	72x, 0.8mm, 0.69deg
			TV Nagler 3.5mm	103x, 0.6mm, 0.77deg
				
Date	03/06/2015			
Time	21:40-23:30			
Location	Cambridge, UK			
Altitude	12m			
Temperature	12C (wind: 0km/h)			
Seeing	1 - Perfect seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	15x, 4mm, 4.30deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters	Astronomik OIII, Single Polarising Filter			
Target	Cons	Type	Power	Notes
Jupiter	Cnc	Planet	103x +/- SPF, 206x + SPF	Just a quick look until the sky became darker. No particular event tonight. It was very nice to see it. The two main belts revealed some subtle detail appearing like tiny shades. In particular these were more detectable in the North Equatorial Belt.  
Moon	Sgr	Satellite	103x +/- SPF	Phase 96%. No many detail were revealed. The moon is not really interesting when full. Craters and seas were detectable but not immersive. 
M57	Lyr	Pln Neb	103x +/- OIII	Ring nebula. The ring was visible with averted vision, but no other detail really. The contrast between the ring and the internal area is much more visible with an OIII filter. Still nice planetary nebula.
Zeta	Lyr	Dbl star	15x, 103x	Already split at 15x, but much nicer at 103x. 
Delta	Lyr	Dbl star	15x, 103x	This is a very nice system of stars already visible at 15x. A larger triangle with a little internal triangle. Just beautiful.
Epsilon	Lyr	Dbl star	15x, 103x, 206x	The Double Double. Epsilon 1 and 2 were easily split at 15x. At 103x it was possible to detect that both Epsilon 1 and 2 are double stars themselves. At 206x this pair of tight double stars was visible although these double stars remained very close. Same colour.
Beta	Lyr	Dbl star	15x, 103x	Sheliak. Splendid double already split at 15x. This was very nice at 103x. 
Beta	Cyg	Dbl star	15x, 103x	Albireo. Wonderful double. A bit tight at 15x, but very nice at 103x. One orange, the other one blue.
				
				
				
Date	06/06/2015			
Time	15:00-18:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	23C (wind: 5-32km/h)			
Seeing	3 - Moderate seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Nagler 7mm, Vixen 5mm, Nagler 3.5mm			
Power, EP, FOV	51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.77deg			
Filters	Variable Polarising Filter (VPF), Single Polarising Filter (SPF)			
Target	Cons	Type	Power	Notes
Sun	Tau	Star	51x +/- VPF or SPF, 72x +/- VPF, 103x +/- VPF	I enjoyed observing the Sun a lot today. There were more than 30 sunspots and also a hint of granulation when the wind became calm for short moments. Very nice day. The wind did not allow to see Sun granulation most of the time. The seeing improved after 5pm when the wind became more moderate. Many sunspots were visible. Three larger umbrae were surrounded by nice areas of penumbra. One of this had an irregular shape and the South part vanished gradually. This at all powers. It was very attractive. A central area contain 4 well defined sunspots and many little grey spots. Around the larger sunspots, there were brighter and extended areas on the Sun surface. 51x gave the best view most of the time. 72x and 103x were interesting powers but only suitable when the wind was calm, which was rare! A VPF increased the detail noticeably. Apart from reducing image brightness, I appreciate this filter because it stabilises the image, particularly under average seeing. Surprisingly I found that I prefer the view through a SPF rather than VPF. A VPF reduces image brightness, whereas a SPF improves contrast to me. Through a SPF I could see a hint of granulation at 51x even when there was moderate wind. This did not happen with a VPF. I am considering whether separate the two filters. Having them separate would also be quite comfortable when watching planets in the twilight. SPF also improved contrast for all the sunspots. This works as follows: 0 (or 180) degrees shows the brightest image, 90 (or 270) degrees shows the darkest image. For observing both planets and the Sun, I found that I prefer the view when the SPF is positioned at 45 (or 135 or 225 or 315) degrees. The image was still bright, contrast was highest than all other options and the number of details was maximised. Nagler 7mm, Vixen 5mm, and Nagler 3.5mm form my best eyepiece combination for watching the Sun with the TV-60. All of them are really useful, although the first two achieve best results almost every time. The Nagler 3.5mm can show some very nice close-up of umbrae and penumbrae.
				
				
				
Date	10/06/2015			
Time	22:00-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	14C (wind: 5km/h)			
Seeing	3 - Moderate seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 7mm, Nagler 3.5mm			
Power, EP, FOV	15x, 4mm, 4.30deg; 51x, 1.2mm, 1.54deg; 103x, 0.6mm, 0.77deg			
Filters				
Target	Cons	Type	Power	Notes
Saturn	Lib	Planet	103x	Seen during civil twilight and later in the nautical twilight. Although the seeing was not great, Saturn appeared very crisp. The rings had a very nice inclination. The Cassini division was generally not detectable. For few seconds when the seeing stabilised, a hint of dimmer colour was visible on the external part of the rings. A nice belt was visible all the time in the North hemisphere (North Equatorial Belt) of the planet. Titan was visible too. The view was really nice generally. Possibly due to the seeing, but I preferred the view when the sky was darker. 
Alpha	Sco	Star	15x	Antares. Lovely red star. I could see the Airy disc and diffraction rings very nicely. Antares is one of my favourite stars. 
M107	Ser	Glob CL	15x, 51x	From Han, Zeta Oph, go slightly South and see a triangle. M103 is on the outside of one of the vertices. It was barely visible at 15x, also due to the bright sky. At 51x was detectable but still with difficulty. Not much to see. Just a grey smudge visible with averted vision.
M10	Oph	Glob CL	15x, 51x	Nice globular cluster. It does not have nearby stars, but is relatively large. Stars are not really visible, but the cluster appear with some hint of granulation particularly detectable on the outside.
M12	Oph	Glob CL	15x, 51x	Like M10, this is another nice globular cluster. Somehow I preferred it to M10 because of the presence of surrounding close stars at east. I believe this cluster is slightly bigger than M10, or at least it seemed so. Like M10, a hint of granulation was detectable. 
IC4665	Oph	Opn CL	15x	Summer Beehive Cluster. Amazing open cluster of large size above the star Cebalrai. A pleasure to see with a low power eyepiece. Stars have similar colours and magnitude, but the shape is nice.
NGC6633	Sct	Opn CL	15x	From 71-72 Oph to East, NGC6633 and Cr386 appear in succession. Both are sufficiently large to be appreciable with a low power eyepiece. They are quite rich in stars. 
IC4756	Sct	Opn CL	15x	Graff's cluster. See above
Epsilon	Lyr	Dbl star	51x	The Double Double. I could not split the two. The image suggested a possible elongation of the two stars, but this was not obvious. I would not have detected it if I had not known that they are doubles. I carefully focused inward and outward to reach the optimum, but this was not sufficient. 
Beta	Sco	Mlt star	51x	Acrab or Graffias. Very fine multiple star system at 51x. The two stars have different colour and brightness. If I remember correctly the small one was blue. They were split but still quite tight. At 70x they should be split clearer. 
M57	Lyr	Pln Neb	51x	It was lovely to see this planetary nebulae at 1.2mm exit pupil. The ring was clearly visible and the size was acceptable. No colour of course, but averted vision showed this object pretty well, although it was visible also via direct observation. As expected, the Nalger 7mm is perfect for this target and I expect that is more than adequate for many other planetary nebulae.
				
				
				
Date	11/06/2015			
Time	22:00-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	15C (wind: 2km/h)			
Seeing	3 - Moderate seeing			
Transparency	3 - Somewhat clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 13mm, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	15x, 4mm, 4.30deg; 28x, 2.2mm, 2.80deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters				
Target	Cons	Type	Power	Notes
Saturn	Lib	Planet	103x, 206x	Very nice view of Saturn tonight. At both 103x and 206x, the Cassini division was detectable when the sky appeared steady for few seconds. It appeared as a soft grey shade on the lateral parts of the rings. Possibly what I was seeing was the shade between the A and B rings. This was not always visible, but just for few seconds when the seeing was steady and no wind blew, the difference in colour intensity was noticeable. Titan was also visible on the South of the planet. It seemed a grey dot. The North Equatorial Belt on the planet appeared as a soft darker gradient compared to the planet equatorial zone. The North Polar Region was not clearly detectable.
Venus	Com	Planet	103x, 206x	Phase about 50%. No detail visible, but the image was sufficiently stable. A SPF would have helped, but I forgot it at home. 
Jupiter	Leo	Planet	103x, 206x	206x was too much for Jupiter tonight. Mostly seen it at 103x. Three moons visible, whereas the fourth seemed behind the planet. North and South Equatorial Belts were visible. On the North Hemisphere another belt was also detectable. No GRS visible.
NGC6992/ 6960	Cyg	SN Rem	15x +/- OIII, 28x +/- OIII	Veil Nebula. No visible or detectable. I carefully searched the stars and positioned at 52 Cygni. 28x +OIII seemed to show a soft transparent cloud, but I cannot say that that was the Veil Nebula. The sky was not fully transparent and dark. This might be the reason.
Epsilon	Lyr	Dbl star	103x	The Double Double. Just managed to see the two pairs, although the separation was not clear. They appeared just a tiny more than elongated stars. I am not sure, but I suspect this was more due to the Nagler 3.5mm. I will try with the Vixen 5mm next time, as generally this eyepiece delivers better views than the Naglers, on planets at least.
Beta	Sco	Mlt star	103x	Acrab or Graffias. It was clearly split, but the seeing was not very nice near the horizon and the stars light was not punctiform. The small star is blue. This double star is the top of the three stars of Scorpius.
				
				
				
Date	15/06/2015			
Time	21:45-0:30			
Location	Cambridge, UK			
Altitude	12m			
Temperature	10C (wind: 5km/h)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Nagler 13mm, Vixen 5mm SLV, Bresser SA 2x			
Power, EP, FOV	28x, 2.2mm, 2.80deg; 72x, 0.8mm, 0.69deg; 144x, 0.4mm, 0.35deg			
Filters	Single Polarising Filter			
Target	Cons	Type	Power	Notes
Venus	Com	Planet	72x, 144x +/- SPF	Gorgeous with the Vixen SLV 5mm. The best view of Venus I have ever had so far. Phase was about 45%, and Venus appeared crystal clear without any glare and perfectly focused. The borders were very crisp. At 144x the planet was bigger, but no additional detail was detectable. At both 72x and 144x, I felt that at the center of the visible part of the planet, the colour was just slightly dimmer as if a soft darker cloud was there. Really beautiful. SPF did not help much with the Vixen, so I removed.
Jupiter	Leo	Planet	72x, 144x +/- SPF	Jupiter was visible with North and South Equatorial Belts and four moons. No other detail was detectable. SPF did not help with the Vixen. The planet did not appear much crisp in contrast to Venus. Also here, I preferred the view of Jupiter at 72x (without Barlow). It is as if the barlow lens introduces some imperfections which remove the additional benefit of using a Vixen vs a Nagler. The same can be said for the SPF with the Vixen. Vixen alone gave the best views (without Barlow or SPF).
Saturn	Lib	Planet	28x, 72x +/- SPF, 144x	Saturn was wonderful with the Vixen at 72x. The North Equatorial Belt was detectable particularly when in contrast with the Equatorial zone. The Cassini division was visible on the left and right parts of the rings when the planet was at the centre of the eyepiece. It appeared as a soft grey line which separated more dense rings (B rings) from lighter rings (A rings). The shadow of the planet on the ring or details on the polar region were not visible. Titan was also visible. A SPF did not help and actually degraded the image for Saturn with the Vixen. At 144x, the image degraded and was not as nice as at 72x. At 28x, the planet was very small, but the rings and the empty part between the planets and the rings were visible. Titan at South-West of the planet in the eyepiece was much brighter at this magnification (due to the larger exit pupil) and I felt a small faint dot was detectable at South-East of the planet in the eyepiece. This was closer to the planet than Titan. After checking Saturn's moons positions with Sky and Telescope software application, the only moon at that distance and position was Rhea. I am not sure I saw this moon of magnitude 10. It would be at the limit of my TV60. This dot was more visible with averted vision although it was also detectable via direct vision.
Epsilon	Lyr	Dbl star	72x	The Double Double. It was possible to see the two pairs at 72x, although to me this was not appreciable. The two pairs appeared a little bit more than elongated or just separated, but I much prefer when a double star is clearly and nicely separated. The two pairs were similarly separated. Possibly Epsilon1 (the North pair) was slightly more, but, if so, a tiny bit.
Beta	Lyr	Dbl star	28x	Sheliak. Wonderful colour double star. One orange and one blue. Really beautiful.
Delta	Lyr	Dbl star	28x	Superb multi star system. At 28x it is really bright and proportional to the field of view. I love the triangles and the overall geometry in this system of stars.
HD175634	Lyr	Dbl star	28x	This double star is relatively close to M57 and inside the parallelogram of Lyra. One star is orange, the other is blue. Similar to Sheliak but a bit dimmer.
Beta	Sco	Mlt star	28x, 72x	Acrab or Graffias. Although tight, I prefer this double star at 28x rather than 72x because of the smaller Airy disks. Very nice though. A bigger and bright orange star associated with a smaller blue star. 
Omega	Sco	Dbl star	28x, 72x	The two stars were largely more separated than Acrab double stars. A no substantial difference in colour or size was noticeable though. I did not find this target particularly interesting. Nicer at 28x.
Nu	Sco	Dbl star	28x, 72x	I am not sure I saw this. If so, it appeared as a tight double star with the same colour and quite dim. 28x was better due to the higher image brightness.
Epsilon	Boo	Dbl star	28x, 72x	Izar. I could not split this double star at 28x or 72x. I thought it was easier. Still a very nice yellow bright star. The sky was becoming less transparent on this region of the sky. Therefore I moved North.
M39	Cyg	Opn CL	28x	Quite large open cluster position at North North-East of Deneb. Some stars are faint but still visible without much difficulty with direct vision. The clouds were slowly coming from West. I decided to move to South for the last observations.
M4	Sco	Glob CL	28x	I was not able to detect this cluster. I suspect the reason was that it is too low in the sky for my TV-60 and Antares brightness did not help either. Therefore I decided to focus on the beautiful open cluster of this region of Sky, which was the only area not affected by clouds and actually transparent. 
M8	Sgr	CL+Neb	28x	Lagoon Nebula. About 1-1.5 degree large, this is a very nice cluster with nebulosity. I did not have a OIII filter with me, but the nebula was detectable without filter. It appeared a soft gray patch surrounding the cluster. This cluster is quite elongated. Superb.
M20	Sgr	CL+Neb	28x	Trifid Nebula. Positioned at North of M8, M20 is a bit smaller, but still impressive. Also here, the nebulosity was detectable and the shape of the cluster was elongated connecting M20 with M21.
M21	Sgr	Opn CL	28x	M21 was a condensed group of stars on one extremity of M20. M8, M20 and M21 are really spectacular targets.  
M23	Sgr	Opn CL	28x	This cluster was a little bit at North-West from M21. It was a bit dim, but if the sky were more transparent and darker it would be a lovely target, I think.
M25	Sgr	Opn CL	28x	This cluster showed a mix of bright and dim stars. The size is sufficient for the Nagler 13 and the details are quite rich.
M16	Ser	CL+Neb	28x	Eagle Nebula. After seeing M25, I moved North-West towards M16. This appeared quite bright with some stars at the centre. 
M17	Sgr	CL+Neb	28x	Omega Nebula. From the Eagle Nebula, I simply moved South and saw this target. It is a bit smaller than the Eagle, but still bright. 
M18	Sgr	Opn CL	28x	A small open cluster at South of Omega Nebula.
M24	Sgr	Opn CL	28x	Sagittarius Star Cloud. Impressive and large group of stars. Really spectacular. It covered a field of almost 2 degrees populated by stars. The surrounding stars were quite bright. Globally this appeared as a bright area with a few faint stars.
				
				
				
Date	23/06/2015			
Time	21:40-23:15			
Location	Cambridge, UK			
Altitude	12m			
Temperature	9C (wind: 6km/h)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Plossl 20mm, Nagler 13mm, Vixen 5mm SLV, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	18x, 3.3mm, 2.73deg; 28x, 2.2mm, 2.80deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters				
Target	Cons	Type	Power	Notes
Venus	Com	Planet	28x, 72x, 103x	Observation at twilight. Phase about 40%. Again, the Vixen revealed a wonderful Venus. Very crisp on the border and a clear arc defining the phase. A few times I had the impression of a slightly darker patch on the clouds located in the South hemisphere near the centre centre of the planet. This happened with Venus at different position in the eyepiece. At 103x Venus was still a pleasure to see, but not as much as at 72x. At 28x the phase was clearly there too, and the image was still crisp.
Jupiter	Leo	Planet	72x, 103x	Observation at twilight. All four moons were visible tonight. At 72x 4 belts were detectable and colours were also visible. These appeared as brown-red for the belts and slightly darker white for the zones. At 103x the image was a bit degraded compared to 72x. I believe the Vixen SLV is just a tiny but noticeable bit better than the nagler 3.5mm
